"Rider_1"	"Name"	"Team.x"	"Rider"	"Value"	"Rank"	"Rider.No."	"Team.y"	"Times"	"Gap"	"B"	"P"	"Stage_no"	"Hour"	"Minute"	"Second"	"total_seconds"	"time"
"T. JOHANNESSEN"	"Ashley"	"Le Grand Fromage"	"Tobias Halland Johannessen"	1	5	121	"UNO-X MOBILITY"	"04h 45' 15''"	"+ 00h 00' 04''"	"-"	"-"	"stage-3"	4	45	15	17115	4H 45M 15S
"T. JOHANNESSEN"	"Julie"	"Can’t catch me 🙂"	"Tobias Halland Johannessen"	1	5	121	"UNO-X MOBILITY"	"04h 45' 15''"	"+ 00h 00' 04''"	"-"	"-"	"stage-3"	4	45	15	17115	4H 45M 15S
"T. MERLIER"	"Jacques"	"Team Spanky"	"Tim Merlier"	1	156	91	"SOUDAL QUICK-STEP"	"05h 21' 41''"	"+ 00h 36' 30''"	"-"	"-"	"stage-3"	5	21	41	19301	5H 21M 41S
"T. MERLIER"	"Jack"	"You've Got to Pick a Vacek or Hoole"	"Tim Merlier"	1	156	91	"SOUDAL QUICK-STEP"	"05h 21' 41''"	"+ 00h 36' 30''"	"-"	"-"	"stage-3"	5	21	41	19301	5H 21M 41S
"T. MERLIER"	"James"	"Škoda Drivers"	"Tim Merlier"	1	156	91	"SOUDAL QUICK-STEP"	"05h 21' 41''"	"+ 00h 36' 30''"	"-"	"-"	"stage-3"	5	21	41	19301	5H 21M 41S
"T. MERLIER"	"Chris & Jill"	"Mystery Package"	"Tim Merlier "	1	156	91	"SOUDAL QUICK-STEP"	"05h 21' 41''"	"+ 00h 36' 30''"	"-"	"-"	"stage-3"	5	21	41	19301	5H 21M 41S
"T. MERLIER"	"Dirk"	"Tintin en Velo"	"Tim Merlier"	1	156	91	"SOUDAL QUICK-STEP"	"05h 21' 41''"	"+ 00h 36' 30''"	"-"	"-"	"stage-3"	5	21	41	19301	5H 21M 41S
"T. MERLIER"	"Alex"	"Team Saucisson"	"Tim Merlier"	1	156	91	"SOUDAL QUICK-STEP"	"05h 21' 41''"	"+ 00h 36' 30''"	"-"	"-"	"stage-3"	5	21	41	19301	5H 21M 41S
"T. PIDCOCK"	"Ian"	"Shed Brewery"	"Tom Pidcock"	1	16	171	"PINARELLO-Q36.5 PRO CYCLING TEAM"	"04h 45' 29''"	"+ 00h 00' 18''"	"-"	"-"	"stage-3"	4	45	29	17129	4H 45M 29S
"T. PIDCOCK"	"Janet"	"No Idea"	"Tom Pidcock"	1	16	171	"PINARELLO-Q36.5 PRO CYCLING TEAM"	"04h 45' 29''"	"+ 00h 00' 18''"	"-"	"-"	"stage-3"	4	45	29	17129	4H 45M 29S
"T. POGACAR"	"Chris & Jill"	"Mystery Package"	"Tadej Pogačar"	1	1	1	"UAE TEAM EMIRATES XRG"	"04h 45' 11''"	"-"	"B : 10''"	"-"	"stage-3"	4	45	11	17111	4H 45M 11S
"T. POGACAR"	"Mary"	"The Lion Kings"	"Tadej Pogačar"	1	1	1	"UAE TEAM EMIRATES XRG"	"04h 45' 11''"	"-"	"B : 10''"	"-"	"stage-3"	4	45	11	17111	4H 45M 11S
"T. POGACAR"	"Alex"	"Team Saucisson"	"Tadej Pogacar"	1	1	1	"UAE TEAM EMIRATES XRG"	"04h 45' 11''"	"-"	"B : 10''"	"-"	"stage-3"	4	45	11	17111	4H 45M 11S
"T. POGACAR"	"Conor"	"iPaddy Rides Again"	"Tadej Pogačar"	1	1	1	"UAE TEAM EMIRATES XRG"	"04h 45' 11''"	"-"	"B : 10''"	"-"	"stage-3"	4	45	11	17111	4H 45M 11S
"T. POGACAR"	"Matthew"	"Last Minute Lemmings"	"Tadej Pogačar"	1	1	1	"UAE TEAM EMIRATES XRG"	"04h 45' 11''"	"-"	"B : 10''"	"-"	"stage-3"	4	45	11	17111	4H 45M 11S
"T. POGACAR"	"Jonathan"	"Pedal Dammit"	"Tadej Pogačar"	1	1	1	"UAE TEAM EMIRATES XRG"	"04h 45' 11''"	"-"	"B : 10''"	"-"	"stage-3"	4	45	11	17111	4H 45M 11S
"T. POGACAR"	"Pete"	"The Clean Team"	"Tadej Pogačar"	1	1	1	"UAE TEAM EMIRATES XRG"	"04h 45' 11''"	"-"	"B : 10''"	"-"	"stage-3"	4	45	11	17111	4H 45M 11S
"T. POGACAR"	"Judy"	"Barcelona Breakaway"	"Tadej Pogačar"	1	1	1	"UAE TEAM EMIRATES XRG"	"04h 45' 11''"	"-"	"B : 10''"	"-"	"stage-3"	4	45	11	17111	4H 45M 11S
"T. POGACAR"	"Jacques"	"Team Spanky"	"Tadej Pogacar"	1	1	1	"UAE TEAM EMIRATES XRG"	"04h 45' 11''"	"-"	"B : 10''"	"-"	"stage-3"	4	45	11	17111	4H 45M 11S
"T. POGACAR"	"Dirk"	"Tintin en Velo"	"Tadej Pogačar"	1	1	1	"UAE TEAM EMIRATES XRG"	"04h 45' 11''"	"-"	"B : 10''"	"-"	"stage-3"	4	45	11	17111	4H 45M 11S
"T. WELLENS"	"Jonathan"	"Pedal Dammit"	"Tim Wellens"	1	74	7	"UAE TEAM EMIRATES XRG"	"05h 05' 29''"	"+ 00h 20' 18''"	"-"	"-"	"stage-3"	5	5	29	18329	5H 5M 29S
"V. CAMPENAERTS"	"Matthew"	"Last Minute Lemmings"	"Victor Campenaerts"	1	62	14	"TEAM VISMA | LEASE A BIKE"	"04h 58' 46''"	"+ 00h 13' 35''"	"-"	"-"	"stage-3"	4	58	46	17926	4H 58M 46S
"V. PARET PEINTRE"	"Dirk"	"Tintin en Velo"	"Valentin Paret-Peintre"	1	42	93	"SOUDAL QUICK-STEP"	"04h 48' 11''"	"+ 00h 03' 00''"	"-"	"-"	"stage-3"	4	48	11	17291	4H 48M 11S
"V. PARET PEINTRE"	"Alain"	"The Eight Musketeers"	"Valentin Paret-Peintre"	1	42	93	"SOUDAL QUICK-STEP"	"04h 48' 11''"	"+ 00h 03' 00''"	"-"	"-"	"stage-3"	4	48	11	17291	4H 48M 11S
